"sentence","verb","frame","voice","polarity","conditional","Mean","low.ci","high.ci","SD","C"
"John concealed that a particular thing happened","conceal","that_S","active","positive","True",0.95,0.1,0.05,0.158113883008419,10
"John conceded that a particular thing happened","concede","that_S","active","positive","True",0.85,0.2,0.15,0.337474278855276,10
"John conceived that a particular thing happened","conceive","that_S","active","positive","True",0.55,0.05,0.1,0.158113883008419,10
"John concluded that a particular thing happened","conclude","that_S","active","positive","True",0.8,0.15,0.15,0.258198889747161,10
"John confessed that a particular thing happened","confess","that_S","active","positive","True",1,0,0,0,10
"John confided that a particular thing happened","confide","that_S","active","positive","True",0.9,0.15,0.1,0.210818510677892,10
"John confirmed that a particular thing happened","confirm","that_S","active","positive","True",1,0,0,0,10
"John conjectured that a particular thing happened","conjecture","that_S","active","positive","True",0.65,0.15,0.15,0.241522945769824,10
"John consented that a particular thing happened","consent","that_S","active","positive","True",0.8,0.15,0.15,0.258198889747161,10
"John contemplated that a particular thing happened","contemplate","that_S","active","positive","True",0.55,0.05,0.1,0.158113883008419,10
"John contended that a particular thing happened","contend","that_S","active","positive","True",0.55,0.15,0.15,0.283823106098773,10
"John contested that a particular thing happened","contest","that_S","active","positive","True",0.65,0.15,0.15,0.241522945769824,10
"John conveyed that a particular thing happened","convey","that_S","active","positive","True",0.9,0.15,0.1,0.210818510677892,10
"John corroborated that a particular thing happened","corroborate","that_S","active","positive","True",0.8,0.25,0.2,0.349602949390051,10
"John cried that a particular thing happened","cry","that_S","active","positive","True",1,0,0,0,10
"John cringed that a particular thing happened","cringe","that_S","active","positive","True",1,0,0,0,10
"John curst that a particular thing happened","curse","that_S","active","positive","True",0.85,0.15,0.15,0.241522945769824,10
"John daydreamed that a particular thing happened","daydream","that_S","active","positive","True",0.3,0.15,0.15,0.258198889747161,10
"John debated that a particular thing happened","debate","that_S","active","positive","True",0.45,0.1,0.05,0.158113883008419,10
"John decided that a particular thing happened","decide","that_S","active","positive","True",0.7,0.2,0.2,0.349602949390051,10
"John declared that a particular thing happened","declare","that_S","active","positive","True",0.95,0.1,0.05,0.158113883008419,10
"John decreed that a particular thing happened","decree","that_S","active","positive","True",0.8,0.15,0.15,0.258198889747161,10
"John deduced that a particular thing happened","deduce","that_S","active","positive","True",0.9,0.15,0.1,0.210818510677892,10
"John demanded that a particular thing happened","demand","that_S","active","positive","True",0.55,0.05,0.1,0.158113883008419,10
"John demonstrated that a particular thing happened","demonstrate","that_S","active","positive","True",0.85,0.15,0.15,0.241522945769824,10
"John denied that a particular thing happened","deny","that_S","active","positive","True",0.35,0.15,0.15,0.241522945769824,10
"John denounced that a particular thing happened","denounce","that_S","active","positive","True",0.65,0.25,0.2,0.411636301174282,10
"John depicted that a particular thing happened","depict","that_S","active","positive","True",0.8,0.15,0.15,0.258198889747161,10
"John derived that a particular thing happened","derive","that_S","active","positive","True",0.65,0.2,0.2,0.337474278855276,10
"John described that a particular thing happened","describe","that_S","active","positive","True",0.9,0.15,0.1,0.210818510677892,10
"John desired that a particular thing happened","desire","that_S","active","positive","True",0.45,0.1,0.05,0.158113883008419,10
"John despaired that a particular thing happened","despair","that_S","active","positive","True",0.75,0.2,0.2,0.353553390593274,10
"John despised that a particular thing happened","despise","that_S","active","positive","True",0.95,0.1,0.05,0.158113883008419,10
"John detailed that a particular thing happened","detail","that_S","active","positive","True",0.9,0.15,0.1,0.210818510677892,10
"John detected that a particular thing happened","detect","that_S","active","positive","True",0.9,0.15,0.1,0.210818510677892,10
"John determined that a particular thing happened","determine","that_S","active","positive","True",0.95,0.1,0.05,0.158113883008419,10
"John detested that a particular thing happened","detest","that_S","active","positive","True",1,0,0,0,10
"John diagnosed that a particular thing happened","diagnose","that_S","active","positive","True",0.75,0.15,0.15,0.263523138347365,10
"John dictated that a particular thing happened","dictate","that_S","active","positive","True",0.85,0.15,0.15,0.241522945769824,10
"John didn't accept that a particular thing happened","accept","that_S","active","negative","True",0.65,0.2,0.2,0.337474278855276,10
"John didn't acknowledge that a particular thing happened","acknowledge","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't add that a particular thing happened","add","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't address that a particular thing happened","address","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't admit that a particular thing happened","admit","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't advertise that a particular thing happened","advertise","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't advise that a particular thing happened","advise","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't affirm that a particular thing happened","affirm","that_S","active","negative","True",0.5,0.2,0.2,0.333333333333333,10
"John didn't agonize that a particular thing happened","agonize","that_S","active","negative","True",0.7,0.2,0.2,0.349602949390051,10
"John didn't agree that a particular thing happened","agree","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't allege that a particular thing happened","allege","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't announce that a particular thing happened","announce","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't answer that a particular thing happened","answer","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't anticipate that a particular thing happened","anticipate","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't apologize that a particular thing happened","apologize","that_S","active","negative","True",0.7,0.2,0.2,0.349602949390051,10
"John didn't appreciate that a particular thing happened","appreciate","that_S","active","negative","True",0.8,0.20125,0.2,0.349602949390051,10
"John didn't approve that a particular thing happened","approve","that_S","active","negative","True",0.85,0.2,0.15,0.337474278855276,10
"John didn't argue that a particular thing happened","argue","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't articulate that a particular thing happened","articulate","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't ascertain that a particular thing happened","ascertain","that_S","active","negative","True",0.5,0.2,0.2,0.333333333333333,10
"John didn't assert that a particular thing happened","assert","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't assess that a particular thing happened","assess","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't assume that a particular thing happened","assume","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't attest that a particular thing happened","attest","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't authorize that a particular thing happened","authorize","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't babble that a particular thing happened","babble","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't bark that a particular thing happened","bark","that_S","active","negative","True",0.65,0.2,0.2,0.337474278855276,10
"John didn't beam that a particular thing happened","beam","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't believe that a particular thing happened","believe","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't bellow that a particular thing happened","bellow","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't bet that a particular thing happened","bet","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't bicker that a particular thing happened","bicker","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't bitch that a particular thing happened","bitch","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't blog that a particular thing happened","blog","that_S","active","negative","True",0.5,0,0,0,10
"John didn't boast that a particular thing happened","boast","that_S","active","negative","True",0.5,0,0,0,10
"John didn't brag that a particular thing happened","brag","that_S","active","negative","True",0.45,0.2,0.15,0.283823106098773,10
"John didn't broadcast that a particular thing happened","broadcast","that_S","active","negative","True",0.55,0.20125,0.2,0.368932393686311,10
"John didn't cackle that a particular thing happened","cackle","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't calculate that a particular thing happened","calculate","that_S","active","negative","True",0.5,0,0,0,10
"John didn't care that a particular thing happened","care","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't categorize that a particular thing happened","categorize","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't celebrate that a particular thing happened","celebrate","that_S","active","negative","True",0.9,0.15,0.1,0.210818510677892,10
"John didn't certify that a particular thing happened","certify","that_S","active","negative","True",0.5,0,0,0,10
"John didn't challenge that a particular thing happened","challenge","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't chant that a particular thing happened","chant","that_S","active","negative","True",0.5,0,0,0,10
"John didn't charge that a particular thing happened","charge","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't chatter that a particular thing happened","chatter","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't check that a particular thing happened","check","that_S","active","negative","True",0.5,0,0,0,10
"John didn't cheer that a particular thing happened","cheer","that_S","active","negative","True",0.6,0.15,0.2,0.316227766016838,10
"John didn't chronicle that a particular thing happened","chronicle","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't circulate that a particular thing happened","circulate","that_S","active","negative","True",0.6,0.25,0.2,0.394405318873308,10
"John didn't claim that a particular thing happened","claim","that_S","active","negative","True",0.3,0.15,0.15,0.258198889747161,10
"John didn't clarify that a particular thing happened","clarify","that_S","active","negative","True",0.5,0,0,0,10
"John didn't come out that a particular thing happened","come_out","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't comment that a particular thing happened","comment","that_S","active","negative","True",0.5,0,0,0,10
"John didn't communicate that a particular thing happened","communicate","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't complain that a particular thing happened","complain","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't comprehend that a particular thing happened","comprehend","that_S","active","negative","True",0.9,0.15,0.1,0.210818510677892,10
"John didn't compute that a particular thing happened","compute","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't conceal that a particular thing happened","conceal","that_S","active","negative","True",0.65,0.2,0.2,0.337474278855276,10
"John didn't concede that a particular thing happened","concede","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't conceive that a particular thing happened","conceive","that_S","active","negative","True",0.55,0.2,0.2,0.368932393686311,10
"John didn't conclude that a particular thing happened","conclude","that_S","active","negative","True",0.3,0.15,0.15,0.258198889747161,10
"John didn't confess that a particular thing happened","confess","that_S","active","negative","True",0.5,0,0,0,10
"John didn't confide that a particular thing happened","confide","that_S","active","negative","True",0.5,0.2,0.2,0.333333333333333,10
"John didn't confirm that a particular thing happened","confirm","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't conjecture that a particular thing happened","conjecture","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't consent that a particular thing happened","consent","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't contemplate that a particular thing happened","contemplate","that_S","active","negative","True",0.55,0.25,0.2,0.368932393686311,10
"John didn't contend that a particular thing happened","contend","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't contest that a particular thing happened","contest","that_S","active","negative","True",0.7,0.2,0.2,0.349602949390051,10
"John didn't convey that a particular thing happened","convey","that_S","active","negative","True",0.65,0.10125,0.15,0.241522945769824,10
"John didn't corroborate that a particular thing happened","corroborate","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't cringe that a particular thing happened","cringe","that_S","active","negative","True",0.9,0.15,0.1,0.210818510677892,10
"John didn't cry that a particular thing happened","cry","that_S","active","negative","True",0.9,0.15,0.1,0.210818510677892,10
"John didn't curse that a particular thing happened","curse","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't daydream that a particular thing happened","daydream","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't debate that a particular thing happened","debate","that_S","active","negative","True",0.65,0.1,0.15,0.241522945769824,10
"John didn't decide that a particular thing happened","decide","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't declare that a particular thing happened","declare","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't decree that a particular thing happened","decree","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't deduce that a particular thing happened","deduce","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't demand that a particular thing happened","demand","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't demonstrate that a particular thing happened","demonstrate","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't denounce that a particular thing happened","denounce","that_S","active","negative","True",0.7,0.2,0.2,0.349602949390051,10
"John didn't deny that a particular thing happened","deny","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't depict that a particular thing happened","depict","that_S","active","negative","True",0.35,0.15,0.15,0.241522945769824,10
"John didn't derive that a particular thing happened","derive","that_S","active","negative","True",0.35,0.15,0.15,0.241522945769824,10
"John didn't describe that a particular thing happened","describe","that_S","active","negative","True",0.5,0,0,0,10
"John didn't desire that a particular thing happened","desire","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't despair that a particular thing happened","despair","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't despise that a particular thing happened","despise","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't detail that a particular thing happened","detail","that_S","active","negative","True",0.45,0.15,0.15,0.283823106098773,10
"John didn't detect that a particular thing happened","detect","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't determine that a particular thing happened","determine","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't detest that a particular thing happened","detest","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't diagnose that a particular thing happened","diagnose","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't dictate that a particular thing happened","dictate","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't disagree that a particular thing happened","disagree","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't disapprove that a particular thing happened","disapprove","that_S","active","negative","True",0.85,0.15,0.15,0.241522945769824,10
"John didn't disbelieve that a particular thing happened","disbelieve","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't disclose that a particular thing happened","disclose","that_S","active","negative","True",0.6,0.2,0.2,0.316227766016838,10
"John didn't discover that a particular thing happened","discover","that_S","active","negative","True",0.4,0.2,0.15,0.316227766016838,10
"John didn't discuss that a particular thing happened","discuss","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't dislike that a particular thing happened","dislike","that_S","active","negative","True",0.85,0.15,0.15,0.241522945769824,10
"John didn't dismiss that a particular thing happened","dismiss","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't dispel that a particular thing happened","dispel","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't display that a particular thing happened","display","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't dispute that a particular thing happened","dispute","that_S","active","negative","True",0.65,0.1,0.15,0.241522945769824,10
"John didn't disregard that a particular thing happened","disregard","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't divulge that a particular thing happened","divulge","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't document that a particular thing happened","document","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't doubt that a particular thing happened","doubt","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't dread that a particular thing happened","dread","that_S","active","negative","True",0.85,0.15,0.1,0.241522945769824,10
"John didn't dream that a particular thing happened","dream","that_S","active","negative","True",0.35,0.15,0.15,0.241522945769824,10
"John didn't elaborate that a particular thing happened","elaborate","that_S","active","negative","True",0.5,0,0,0,10
"John didn't elect that a particular thing happened","elect","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't email that a particular thing happened","email","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't embellish that a particular thing happened","embellish","that_S","active","negative","True",0.65,0.2,0.15,0.337474278855276,10
"John didn't emphasize that a particular thing happened","emphasize","that_S","active","negative","True",0.6,0.1,0.1,0.210818510677892,10
"John didn't endorse that a particular thing happened","endorse","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't enjoy that a particular thing happened","enjoy","that_S","active","negative","True",0.85,0.2,0.15,0.337474278855276,10
"John didn't ensure that a particular thing happened","ensure","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't envision that a particular thing happened","envision","that_S","active","negative","True",0.5,0,0,0,10
"John didn't envy that a particular thing happened","envy","that_S","active","negative","True",0.75,0.25,0.2,0.353553390593274,10
"John didn't establish that a particular thing happened","establish","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't estimate that a particular thing happened","estimate","that_S","active","negative","True",0.5,0,0,0,10
"John didn't evaluate that a particular thing happened","evaluate","that_S","active","negative","True",0.6,0.2,0.151249999999999,0.316227766016838,10
"John didn't exclaim that a particular thing happened","exclaim","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't exhibit that a particular thing happened","exhibit","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't expect that a particular thing happened","expect","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't explain that a particular thing happened","explain","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't expose that a particular thing happened","expose","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't express that a particular thing happened","express","that_S","active","negative","True",0.5,0,0,0,10
"John didn't fabricate that a particular thing happened","fabricate","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't fake that a particular thing happened","fake","that_S","active","negative","True",0.85,0.15,0.101249999999999,0.241522945769824,10
"John didn't fantasize that a particular thing happened","fantasize","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't fax that a particular thing happened","fax","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't fear that a particular thing happened","fear","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't feel that a particular thing happened","feel","that_S","active","negative","True",0.5,0,0,0,10
"John didn't feign that a particular thing happened","feign","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't fess up that a particular thing happened","fess_up","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't figure out that a particular thing happened","figure_out","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't figure that a particular thing happened","figure","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't find out that a particular thing happened","find_out","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't find that a particular thing happened","find","that_S","active","negative","True",0.2,0.15,0.15,0.258198889747161,10
"John didn't flaunt that a particular thing happened","flaunt","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't flip out that a particular thing happened","flip_out","that_S","active","negative","True",1,0,0,0,10
"John didn't forecast that a particular thing happened","forecast","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't foresee that a particular thing happened","foresee","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't foretell that a particular thing happened","foretell","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't forget that a particular thing happened","forget","that_S","active","negative","True",1,0,0,0,10
"John didn't forgive that a particular thing happened","forgive","that_S","active","negative","True",0.85,0.15,0.1,0.241522945769824,10
"John didn't freak out that a particular thing happened","freak_out","that_S","active","negative","True",0.8,0.3,0.2,0.421637021355784,10
"John didn't fret that a particular thing happened","fret","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't fuss that a particular thing happened","fuss","that_S","active","negative","True",0.6,0.2,0.2,0.316227766016838,10
"John didn't gab that a particular thing happened","gab","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't gasp that a particular thing happened","gasp","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't gather that a particular thing happened","gather","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't gauge that a particular thing happened","gauge","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't generalize that a particular thing happened","generalize","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't giggle that a particular thing happened","giggle","that_S","active","negative","True",0.5,0,0,0,10
"John didn't gloat that a particular thing happened","gloat","that_S","active","negative","True",0.65,0.1,0.15,0.241522945769824,10
"John didn't gossip that a particular thing happened","gossip","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't grieve that a particular thing happened","grieve","that_S","active","negative","True",0.65,0.2,0.2,0.337474278855276,10
"John didn't grimace that a particular thing happened","grimace","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't grin that a particular thing happened","grin","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't groan that a particular thing happened","groan","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't growl that a particular thing happened","growl","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't grumble that a particular thing happened","grumble","that_S","active","negative","True",0.6,0.25,0.2,0.394405318873308,10
"John didn't grunt that a particular thing happened","grunt","that_S","active","negative","True",0.55,0.15,0.2,0.283823106098773,10
"John didn't guarantee that a particular thing happened","guarantee","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't guess that a particular thing happened","guess","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't gush that a particular thing happened","gush","that_S","active","negative","True",0.6,0.25,0.25,0.394405318873308,10
"John didn't hallucinate that a particular thing happened","hallucinate","that_S","active","negative","True",0.6,0.2,0.2,0.316227766016838,10
"John didn't hate that a particular thing happened","hate","that_S","active","negative","True",0.75,0.2,0.2,0.353553390593274,10
"John didn't hear that a particular thing happened","hear","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't hint that a particular thing happened","hint","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't holler that a particular thing happened","holler","that_S","active","negative","True",0.5,0,0,0,10
"John didn't hoot that a particular thing happened","hoot","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't hope that a particular thing happened","hope","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't howl that a particular thing happened","howl","that_S","active","negative","True",0.5,0.2,0.2,0.333333333333333,10
"John didn't hush up that a particular thing happened","hush_up","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't identify that a particular thing happened","identify","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't ignore that a particular thing happened","ignore","that_S","active","negative","True",0.85,0.15,0.15,0.241522945769824,10
"John didn't imagine that a particular thing happened","imagine","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't implore that a particular thing happened","implore","that_S","active","negative","True",0.5,0,0,0,10
"John didn't imply that a particular thing happened","imply","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't indicate that a particular thing happened","indicate","that_S","active","negative","True",0.5,0,0,0,10
"John didn't indict that a particular thing happened","indict","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't infer that a particular thing happened","infer","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't insinuate that a particular thing happened","insinuate","that_S","active","negative","True",0.5,0,0,0,10
"John didn't insist that a particular thing happened","insist","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't intercept that a particular thing happened","intercept","that_S","active","negative","True",0.5,0.1,0.15,0.235702260395516,10
"John didn't investigate that a particular thing happened","investigate","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't jest that a particular thing happened","jest","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't joke that a particular thing happened","joke","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't judge that a particular thing happened","judge","that_S","active","negative","True",0.6,0.25,0.2,0.394405318873308,10
"John didn't know that a particular thing happened","know","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't leak that a particular thing happened","leak","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't learn that a particular thing happened","learn","that_S","active","negative","True",0.6,0.15125,0.2,0.316227766016838,10
"John didn't lecture that a particular thing happened","lecture","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't lie that a particular thing happened","lie","that_S","active","negative","True",0.7,0.15,0.15,0.258198889747161,10
"John didn't like that a particular thing happened","like","that_S","active","negative","True",0.9,0.2,0.1,0.316227766016838,10
"John didn't listen that a particular thing happened","listen","that_S","active","negative","True",0.6,0.1,0.1,0.210818510677892,10
"John didn't loathe that a particular thing happened","loathe","that_S","active","negative","True",0.85,0.15,0.15,0.241522945769824,10
"John didn't log that a particular thing happened","log","that_S","active","negative","True",0.65,0.1,0.15,0.241522945769824,10
"John didn't love that a particular thing happened","love","that_S","active","negative","True",0.95,0.1,0.05,0.158113883008419,10
"John didn't maintain that a particular thing happened","maintain","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't manufacture that a particular thing happened","manufacture","that_S","active","negative","True",0.55,0.15,0.15,0.283823106098773,10
"John didn't mark that a particular thing happened","mark","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't marvel that a particular thing happened","marvel","that_S","active","negative","True",0.8,0.15,0.15,0.258198889747161,10
"John didn't measure that a particular thing happened","measure","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't mention that a particular thing happened","mention","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't miss that a particular thing happened","miss","that_S","active","negative","True",0.85,0.15,0.15,0.241522945769824,10
"John didn't moan that a particular thing happened","moan","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't mourn that a particular thing happened","mourn","that_S","active","negative","True",0.65,0.15,0.15,0.241522945769824,10
"John didn't mumble that a particular thing happened","mumble","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't murmur that a particular thing happened","murmur","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't muse that a particular thing happened","muse","that_S","active","negative","True",0.5,0.15,0.15,0.235702260395516,10
"John didn't mutter that a particular thing happened","mutter","that_S","active","negative","True",0.5,0,0,0,10
"John didn't narrate that a particular thing happened","narrate","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't negotiate that a particular thing happened","negotiate","that_S","active","negative","True",0.45,0.1,0.05,0.158113883008419,10
"John didn't note that a particular thing happened","note","that_S","active","negative","True",0.5,0.25,0.2,0.408248290463863,10
"John didn't notice that a particular thing happened","notice","that_S","active","negative","True",0.7,0.2,0.2,0.349602949390051,10
"John didn't observe that a particular thing happened","observe","that_S","active","negative","True",0.6,0.1,0.15,0.210818510677892,10
"John didn't okay that a particular thing happened","okay","that_S","active","negative","True",0.6,0.2,0.2,0.316227766016838,10
"John didn't omit that a particular thing happened","omit","that_S","active","negative","True",0.75,0.15,0.15,0.263523138347365,10
"John didn't ordain that a particular thing happened","ordain","that_S","active","negative","True",0.55,0.05,0.1,0.158113883008419,10
"John didn't overhear that a particular thing happened","overhear","that_S","active","negative","True",0.4,0.15,0.1,0.210818510677892,10
"John didn't overlook that a particular thing happened","overlook","that_S","active","negative","True",0.65,0.3,0.3,0.474341649025257,10
